,product_name,product_review,user_rating
11,Kentucky Brunch Brand Stout,"Rich dark brown with a thin finger of creamy-looking mocha head. Settles relatively quickly into a nice, lasting cap and wisp. Almost no lacing.  Huge maple in the nose. Hints of coffee, vanilla, raisin and dough.  The maple and molasses is very strong in the taste, but kept somewhat in check by nice French roast coffee. Maple, raisin, prune, vanilla and cola sweetness lingers in the aftertaste, but not in a cloying way. Like a delicious chocolate cordial.  Super thick, smooth feel with a light carbonation fizz.  I really like the raisin in this. It’s almost juicy. Adds some character beyond what, these days, could be a fairly normal maple-and-coffee flavor profile. This beer is all-around excellent.",4.51
12,Kentucky Brunch Brand Stout,"Poured at cellar temp into a teku. Bottle 74  Look: pitch black, minimal head retention  Smell: maple/hazelnut/chocolate. A touch of bourbon/oak derived character.  Taste: Actually reminds me a bit of a some of the Horus barrel aged stuff I've had. Not as sticky/dripping in syrup as expected. Coffee is more prominent on the palate than on the nose, coming to the forefront as the beer warms. Syrup comes out on the finish. Touch of nuttiness from the base beer (probably where I was getting the hazelnut from on the nose).  Feel: medium-full body, definitely not motor oil thick  Overall: A really solid beer but not up to what I expected from it. Looking for sticky syrup and pancakes. Spirit profile is minimal, with more oak from the barrel than bourbon. Touch of oxidation derived umami before it starts to warm. Was looking for a ""blow your socks off"" and just got a good beer. For a beer in this style I much prefer Coffee Maple Medionoche from Weldwerks, much easier to get as well.",4.42
13,Kentucky Brunch Brand Stout,"2020 recent release Bottle courtesy of brewnic. L: black with minimal dark brown head. S: vanilla, chocolate, coffee, maple syrup. T: coffee, vanilla, chocolate, pancakes, maple, wood, a little whiskey. F: viscous. Overall: unsurprisingly, very good.",4.83
14,Kentucky Brunch Brand Stout,"This review is for the 2020 KBBS from the TG Taproom in Decorah, Iowa. I had a four ounce pour.  Look: The pour is thick like motor oil. It’s super dark with minimal head. It’s syrupy in the greatest way. When swirled, the the beer nearly stains the glass brown leaving amazing legs.  Smell: This is incredible. For many beers, you pick up subtle aromas. For this beer, you immediately get in-your-face maple syrup followed by coffee, bourbon, and dark chocolate. There is nothing subtle about these aromas. You don’t have to try to identify them. You can smell them from the moment the glass is placed on the table—it’s as if they’re serving you breakfast.  Taste: Much like smell, there is nothing subtle about the flavors. Once again, the maple hits you hard immediately with bold flavors of chocolate chip pancakes with butter. The coffee/espresso flavor comes next accompanied by bourbon. The flavors are extremely bold, deep, and well-balanced. It’s a symphony of flavor. Perfection.  Feel: I debated on including sweetness in the flavor, but it my opinion, this particular sweetness is more about feel than flavor. You can have flavor without sweetness. I’ve placed it here because the sweetness contributes in such a way that the entire feel of the beer is elevated. It adds a richness that’s hard to describe. It eliminates any boozy feeling while keeping the warmth you get from a high ABV drink. It’s coats your mouth entirely and the feel and flavor last a long time.  Overall: I don’t typically prefer stouts, but killer stouts are Toppling Goliath’s bread and butter. I was worried that I could potentially be disappointed due to all the hype surrounding this beer. Not only did it live up to the hype, it exceeded my own expectations. It left me wanting more. I was fortunate to try Mornin’ Delight, Term-Oil Fluffernutter, Term-Oil S’mores, Kaiju Clash, and Coconut Assassin all on this particular day—each one was phenomenal. But at the end of the day, it was Kentucky Brunch Brand Stout that reigned supreme.",5.0
15,Kentucky Brunch Brand Stout,"2020 on draft at Toppling Goliath.  It pours pitch black with minimal/almost-none foam around the ring of the glass. Aroma has loads of maple with coffee. Like maple syrup covered pancake stack. They are definitely present in flavor, maybe more maple than coffee, along with chocolate and a bit of roast. All laying on top of that bourbon sweet base. The most impressive thing is the feel here. It has that soft, warm feel. There's no hint of booze. Yet it's also somehow thick and the flavors hang around for a while. It's really one of the best mouthfeel beers I've had, for imperial stout.  Are there beers that have perhaps better flavor or aroma? Yeah, I think so. But the feel is at the very top. Great beer.",4.9
16,Kentucky Brunch Brand Stout,"2019 KBBS Look: black syrup, no head, super thick Smell: huge maple notes up front, subtle barrel and coffee in the middle, finishes with maple soaked coffee Taste: big maple, bourbon and coffee flavors. Front is maple, then comes coffee and bourbon, finishes with a maple bourbon blast Overall not as good as the nose Feel: super thick yet well carbonated... well balanced and lingers for ages  Overall: the best beer I’ve ever had",4.9
17,Kentucky Brunch Brand Stout,"2019 draft and bottle.  I didn't think this beer could possibly live up to the hype after the long wait to try it, but got-damn this beer is the real McCoy. Huge coffee nose, reminds me of walking into a (great) coffee shop. Chocolate, bourbon, subtle maple hiding in the background. Taste is simply perfection. Phenomenal coffee flavors, chocolate, bourbon, and a perfect maple finish. incredibly well balanced between coffee and maple. Thick, oily mouthfeel more on par with Sr-71 than assassin. What can I say, its phenomenal. Leaves you wanting more and more, but unfortunately not many oz's to go around.",4.99
18,Kentucky Brunch Brand Stout,Smell: early morning pancakes and coffee before work that wakes you up Taste: liquifies buttery maple pancakes and hot coffee with some snake bite in it. Feel: Like that Scene in there will be blood when the oil explodes everywhere. Tar. Overall: Magnificent worth its weight in gold,5.0
19,Kentucky Brunch Brand Stout,"2019 vintage. Pours a very dark brown color with noticeable sugars coating the glass. Lots of coffee and maple in the nose, not much barrel or heat at all. Very rich and coating mouthfeel with a lot of layers in the flavor. Coffee, espresso, maple, vanilla are in good balance. Not much bourbon or oak if at all noticeable. Really great beer as it's very hard to pull off this many flavors and layers without a dominant flavor. Just missed it a little with not much bourbon or barrel presence aside from the vanilla notes.",4.63
20,Kentucky Brunch Brand Stout,"Reviewing 2019 vintage. This pours thick and close to black with unsurprisingly poor head retention (that being said, I drank this out of a taster glass). Does not stop the nose from jumping out of the glass. Huge coffee and maple, as advertised, masking any potential aroma from the barrel. That trend continues into the taste - difficult to find the barrel even when looking intently for it. The coffee is very pleasant and plays well with the maple, which presents authentically and not as a general sweetness. Thick, smooth mouthfeel (again, no surprises here). Overall, this would receiving a rating bump if it wasn't meant to be a barrel aged beer. In that respect, it falls short, as the adjuncts and texture are the real star of the show here. Very cool to try, but not worth the price of admission these days.",4.52
21,Kentucky Brunch Brand Stout,"2018 version. Poured dark with a small head. Smell was maple coffee with a hint of bourbon. Very smooth drinking and taste was wow - chocolate, coffee, maple, and a touch of sweetness. One of the best beers I've ever tried.",4.99
22,Kentucky Brunch Brand Stout,"A (very expensive) draft pour at TG on release day Dec. 7, 2019.  Look: Not as dark as I expected with a very thin brownish-tan head. Sticks to the glass briefly.  Smell: Lots of phenomenal coffee hit me at first. Much stronger that Mornin Delight. The barrel was there along with dark chocolate.  Taste: The coffee and maple match perfectly. There is some vanilla as it warmed and the barrel was more present. Really delicious  Feel: The carbonation was great. It was unbelievably smooth and lingered with each sip.  Overall: Easily the best beer I’ve had from TG. So complex and drinkable with everything I wanted in a beer. So many stouts with maple but none of them mix flavors like this. Definitely a world class beer. M",4.99
23,Kentucky Brunch Brand Stout,"2016 Silver Wax. Aroma has whiskey, maple, toffee and umami. Taste has wood barrel, umami, dark fruit, maple and toffee. Bitter cacao and coffee aftertaste.",4.8
24,Kentucky Brunch Brand Stout,"The beer pours Pitch Black with a frothy tan head. The bottle gushed when I opened it. It smells and tastes of maple syrup, coffee, creams brûlée, vanilla, and warm bourbon. The feel is slick and smooth.",4.74
25,Marshmallow Handjee,"Like slow dancing with Aretha Franklin, this one has soul. Hot damn, I feel like I can lasso a T. rex. Uhhh huh, I can hurdle that St. Louis arc…  Raul.Is.feeling.this.",4.57
26,Marshmallow Handjee,"dec. 14, 2019 That was an awesome taste explosion. Big smell, beautifull mouthfeel. Bit on the sweet side, but in good balance with the barrel. Smooth and bit alcoholic in the end.",4.78
27,Marshmallow Handjee,I can’t say enough about this. The bourbon barrel and the vanilla beans are balanced to perfection. The sweetness is cut by the smooth velvet flavor. World class beer and one of the best vanilla stouts out there. It’s one of those beers you must seek out once. Or many times.,5.0
28,Marshmallow Handjee,The Best. It really doesn't disappoint. The vanilla works flawlessly with the barrel presence and the base beer. I chased this for a long time and trying it was worth the wait.,5.0
29,Marshmallow Handjee,I've had a few different years of this and they're all fantastic. It's worth the drive to Indiana to have a chance at landing it. I've had the last few years of this and they're all superb.,4.63
30,Marshmallow Handjee,"2019 Handjee, poured from cellar temp into a plastic glass. Shared with friends spread out in my backyard  The base beer is big and fudgy, decent amount of oak/barrel to reign it in. Getting a touch of soy sauce like oxidation though which distracts from what I think this beer is going for.",4.43
31,Marshmallow Handjee,"2019 Vintage L - Pitch black. Looks like motor oil. Small amount of light brown head S - Vanilla infused brownie batter that has been marinating in bourbon F - Silky, thick T - Vanilla upfront followed by a bourbon soaked brownie ball. An incredibly long finish that is followed up with some heat from the barrel O - A beer that lives up to the hype. Absolutely worth the price of admission.",4.98
32,Marshmallow Handjee,"I am going to start off by saying I like this beer and would happily have it again, but the number 2 beer in the world? Not a chance! Shimmering jet black with a brown cap that fades into a ring. The nose is the star of the beer: huge vanilla and bourbon, toasty rustic oak, dark chocolate fudge, roasted malts, date, a hint of coffee, brown sugar and molasses. Taste really does well to accentuate the tannins in the wood with the bourbon and vanilla as the excavators, maltwork is robust and characteristic of the base, sweet dark lord flavors that were detected in the nose poke through, on the sweeter side of the style for sure. Feel is very warm, full, heavy, viscous, and robust without getting syrupy, wonderful but sweeter feeling, barrel character is great. The best variant yet I have tried",4.59
33,Marshmallow Handjee,"This is the most ridiculously well-tasting beverage I've tasted in my entire life. Lots of massive chocolate, non-synthetic marsmallow, vanilla, bourbon- thick body. Insane! Both 2018 and 2015.",5.0
34,Marshmallow Handjee,It's nothing short of absolute perfection. It's like drinking a liquid velvet smore complete with campfire smoke. Love the stuff just wish it wasn't so impossible to get ahold of.,5.0
35,Marshmallow Handjee,2018 version poured into a tulip. This beer deserves every bit of hype associated with it in my opinion. Wonderfully thick. Marshmallow and chocolate delight with booze knocking on the door. I hope I have another chance to try this beer sometime.,5.0
36,Marshmallow Handjee,"Wow was this overrated. I couldn't beleive it when I saw that this was my variant. Had a blind BBA Vanilla beer tasting with family. Handjee, Bourbon County Vanilla, Fundamental Observation, Vlad Vanilla & French Vanilla Militia. 1. FO 2. BCV 3. Handjee 4. Vlad 5. FVM",4.0
37,Marshmallow Handjee,"Tastes like burnt Vanilla Coke aged in gasoline barrels.  I love a boozy stout. I love adjuncts. And I like when they’re made with concern for tastebuds, not just for how extreme of a flavor they can get out of it.  Hard pass!",3.77
38,Marshmallow Handjee,Tastes like a barbeque pork chop dipped in vanilla icing. I do not understand this beer or the hype. I will not be hunting any more dark lord variant. Pass.,3.88
39,Marshmallow Handjee,"Jet black pour, dark tan head. The base Dark Lord aromas plus heavy vanilla and some oak. Wow.  The vanilla is really forward on the taste, which enriches the flavors of the base beer. This is truly world class, IMHO.",4.74
40,Marshmallow Handjee,"Split the 2018 version with 2 friends. I'll blame the perpetual hype but IMHO this was just a pretty good vanilla stout. Not 5 times better than FO, certainly not 2-3 times as good as Henna marshmallow. Yes the vanilla balance was perfect but honestly it started to wobble a bit as it warmed up. Not worth the price tag, hoping for a different variant this year.",4.42
41,Marshmallow Handjee,"2017 vintage; drank 6/2/17 @ Harvest Hop Haus.  Bottle 538 of 1227.  Black appearance.  Minimal dark tan head; minimal lace.  Rich vanilla, milk chocolate, oak & mild bourbon notes in the nose.  Thick, sticky mouthfeel.  BOLD, rich vanilla & milk chocolate flavors up front; mild oak & faint bourbon heat notes on the finish.  A vanilla lovers dream, and possibly the best ""pastry stout"" ever made.",4.92
42,Marshmallow Handjee,"For purposes of the review, both 2017 and 2018 were sampled together.  Appearance - The beer had the vicious blackness of Dark Lord.  Smell - The 2018 had more sweet chocolate marshmallow. 2017 leaned more Earthy and dry but still had an overall sense of sweetness.  Taste - The 2018 had amazing notes of toasted marshmallow, chocolate syrup, vanilla, and char in back. The 2017 was not as sweet, but still had notes of sweet vanilla and chocolate. In both bottles, there was a sweet quality of kids’ breakfast cereals. Amazing there is almost no burn from the 15% abv.  Mouthfeel - on par with motor oil, the beer has amazing thickness. It clings like few others.  Overal - Holy diabetes! The beer should be too sweet, but it is so good. Further, it appears the beer is best consumed fresh.",5.0
43,Marshmallow Handjee,"L: pours thick and pitch black with no head S: marshmallow, vanilla, chocolate and barrel. Mighty fine T: just like the nose and all in harmony F: smooth, thick and creamy O: world class",4.9
44,Marshmallow Handjee,"2018 vintage. About six months from bottling.  A: Pours jet black with a thick ring of dark brown, espresso-like head. No lacing and average retention.  S: Suuuuper rich dark chocolate, blackstrap molasses, vanilla bean, dry oak barrel and cinnamon, and light bourbon. A little bit of cardboard. A very brawny BA stout.  T: Dark chocolate, vanilla, cola, light spice (cinnamon, clove) and light toasted oak, a bit of sherry and roastiness. Pretty long finish. The barrel is not very noticeable on the palate. As you might guess from the base, this is super sweet; the barrel and vanilla balances this out somewhat but not completely. Like a liquid candy bar.  M: Sticky full body and medium, sharp carbonation that thankfully cuts through the massive body. A comforting alcohol warmth gently warms your innards.  O: Big, sweet, rich, and pretty tasty beer. The cardboard note is distracting, and the sweetness is as overwhelming as it is in regular DL. I’d always heard that, even though the base beer is terrible, adding it to barrels transformed it in such a way to somehow make it ethereal. That’s half true, I guess. I can’t drink more than like 4oz of this stuff.",4.35
45,Marshmallow Handjee,Can cross this whale off the list! Mouthfeel on this beer is outstanding. If you have a chance to sample or get this beer I highly recommend it for sure!,4.94
46,Marshmallow Handjee,"750 into a fff teku  l- looks great, thick and black. nice half inch head  s- aroma is off the charts! great vanilla and chocolate! vanilla never smelling artificial  t- oh shit this is for real. huge bourbon and vanilla, mixes together extremely well. interpreting of the vanilla really makes this beer  f- great mouthfeel, smooth and soft. thick and immense but surprisingly velvet  o- this is a long time want. i don’t think this is worth the asking price but it’s a must have on all stout lovers. reminds me a lot of FO batch 2",4.96
47,Marshmallow Handjee,"Smells great, mouthfeel great. Sweet sweet sweet. It is delicious. But i found, though delicious, it might be objectionable to drink a full glass due to the level of sweetness. I didn't get any barrel, mostly residual sugars. Nice beer, I don't find it elite.",4.59
48,Marshmallow Handjee,"2018 bottle(silver wax). The hype is real! Been wanting this for as long as I can remember. Glad I finally got a chance to try a hefty pour at a nice share. It stole the show around a bunch of BIG beers. It’s crazy how much this tastes like toasted marshmallow fluff. Zero heat, and smooth as hell.",4.99
49,Marshmallow Handjee,"Everything I love about barrel aged stouts. Thick, oily, coats the glass. Smells sweet, but not overly so. The taste follows with sweetness, barrel oak/vanilla flavors. Not overly sweet, with enough heat to balance it perfectly. (2017 Handjee)",4.94
50,Hunahpu's Imperial Stout - Double Barrel Aged,"This amazing beer combines tobacco, peppers, vanilla, and what tastes like brandy into the quintessential barrel aged beer that pours perfectly and combines amazing mouthfeel, carb and taste",4.75
51,Hunahpu's Imperial Stout - Double Barrel Aged,"2016 Vintage - Drank 02/24/21  Smell -pleasant with notes of tobacco and chocolate  Taste - The tobacco over powers this one in the beginning. And then as it warms, the peppers take over. Very unique taste, and I think it’s the brandy barrel influence.  Feel - thin, and I expected more  Overall - for being the #4 overall beer on BA, I expected more, much more. The feel was thin, and notes of pepper overpowered this. Yet it was not completely unenjoyable, just not even close to the 4th best beer in the world. Regardless, glad I gut to try it as it’s always nice to see what the hype is about. This one just didn’t live up to it",4.15
52,Hunahpu's Imperial Stout - Double Barrel Aged,"Bottle @ 10K + OT. Thanks, Jake. Black in color without much/any head. Crazy marshmallow and graham cracker nose. Lots of cinnamon, chocolate, and vanilla. Light spice, slight fruity brandy, and some caramel. Tastes like smores and cinnamon toast crunch. Crazy marshmallow, chocolate, and cinnamon. Dark chocolate, vanilla, and a subtle chile spiciness. Really solid.",4.29
53,Hunahpu's Imperial Stout - Double Barrel Aged,"Tasted this double barrel aged multiple times for multiple years. This is an excellent stout that I welcome drinking just about any time I'd like a stout. However, this is simply not a 100 point beer. I'm convinced that the score for this beer is the result of scoring by locals employing local hype. But, very good beer none the less.",4.0
54,Hunahpu's Imperial Stout - Double Barrel Aged,"After 500+ stouts, this one is easily top 5. A bar to measure all other BA adjunct stouts (for me). Everything is spot on. Sweet-but-not-too-sweet, super balanced adjuncts, barrel-but-not-too-much-barrel, thick-but-not-THICC, etc.",4.9
55,Hunahpu's Imperial Stout - Double Barrel Aged,"Thanks to my new friends at the Cycle Barrel Aged Day bottle shared.  Look- A smooth black with a thin tannish head which faded quickly.  Smell- A mix of barrel, booze, and sweetness of chocolate. Interesting mix that really works.  Taste- Chocolate, barrel, coconut, and just a hint of cinnamon. Nothing like the Hunahpus that I had tried before. There was more sweetness but the barrel gave it a nice sharp flavor. I think the brandy really gave the flavors an awesome boost.  Mouthfeel- A nice thick coating which lingers. Full bodied and little carbonation.  Overall- A fantastic brew from Cigar City. This is definitely a one of a kind brew.",4.74
56,Hunahpu's Imperial Stout - Double Barrel Aged,"This one pours a fairly dark black color, with a small head, and a little bit of lacing.  This smells like heavy roast, pepper spice, rum spice, cocoa powder, oak, dark fruit, smoke, and espresso.  Both barrels don't necessarily come through here - it's more smokey rum than anything else. I'm not sure I actually get any apple brandy. There's a decent amount of pepper, and a touch of cinnamon, and a definite big helping of chocolate. There's some tobacco and smoke too, as is kind of common with this brewery. There's a touch of molasses syrup on the back end, too.  This is medium bodied, with a decent creaminess, and no real booziness, with a slightly bitter/syrupy finish.  This isn't anywhere near the height of the hype it (used to) get, but it's still enjoyable in a vacuum.",4.09
57,Hunahpu's Imperial Stout - Double Barrel Aged,"Pours motor-oil black with minimal head. Nose is seriously off, like a cross between an ashtray and burnt sesame candy. Booze is there, too, but largely overpowered. Taste is extremely muddled. Peppery spice, smokiness, minimal barrel presence, with a lot less sweetness than expected from the rum/apple brandy combo. Flavors blend much more pleasantly in the taste than the smell, the mouthfeel is pleasantly thick, but overall this was a real letdown.",3.8
58,Hunahpu's Imperial Stout - Double Barrel Aged,"B2, shared amongst friends.  Black, opaque, mocha froth head.  Aroma has booze, spicy cinnamon, vanilla and roasted malts.  Flavor has a lot of fudgy chocolate with an increasing cinnamon presence as it warms. Moderate pepper heat, light vanilla in the background. The apple brandy barrel comes out as it gets close to room temperature.  Moderate carbonation, syrupy, Above medium body.  A tasty brew, silky, sweet. Heat is there but not overpowering.",4.26
59,Hunahpu's Imperial Stout - Double Barrel Aged,"Appearance - The beer poured a silky black color with a dark mocha colored head.  Smell - The nose was the of a sweet barrel aged stout. The booze and cinnamon are noted, but not the heat.  Taste - At the front, my first impression was black licorice. It was not nasty black licorice, since it was balanced by chocolate syrup, coconut, and dry green apple. My disappointment was that the pepper spice of the base beer was gone. There was a hint of cinnamon, but little heat. The barrel notes become more pronouned as it warms, particularly the apple brandy.  Mouthfeel - The beer was big bodied, just hovering on the tongue and allowing the test profile to develop.  Overall - The beer was great, but I missed the spice of the base beer.",4.6
60,Hunahpu's Imperial Stout - Double Barrel Aged,"This is such a big beer and there is so much going on, it is great, but you can only consume about 4 oz before you're done or you get diabetes. Let's calm down on the ratings a little bit",4.01
61,Hunahpu's Imperial Stout - Double Barrel Aged,"2016 batch (#2) reviewed.  Hunahpu's is one of those beers that I loved the very first time I tried it, and I've been chasing that dragon ever since... unsuccessfully, as it turns out.  I've been lucky enough to try Barrel-aged Huna twice now - once at Great American Beer Fest, and for a second time when I won a bottle in a charity raffle. As it turns out, I drank my BA Huna alongside of Double Barrel Huna, expecting that I would be blown away by the Double Barrel... in fact, it was the exact opposite experience.  And perhaps I should have expected that, given the barrels used in DB Huna - Rum and Apple Brandy barrels don't often tend to impart much thickness to a beer, and in combination, they definitely made the beer seem a bit thin. Additionally, where the bourbon barrels in BA Huna add depth, richness, sweetness, and complexity, it seems that Double Barrel just took on thinness and acidity. It's also quite charred in taste - it reminded me quite a bit of my gripes with 2018 Huna. Sadly, all of that cinnamon and vanilla that I love seemed to be entirely absent. It's still a sweet beer, but it's greatly overshadowed by the barrel notes and char and acidity.  In the end, I honestly think I've found myself preferring non-barrel-aged Huna as my go-to. It's certainly easier to get, and something about it is just a much more pleasant experience for me. Yes, I have a sweet tooth, so that's probably a big part of it. Or perhaps Cigar City's aging methods just aren't to my liking. Maybe the barrels? Tough to say - more experimentation required!",4.2
62,Hunahpu's Imperial Stout - Double Barrel Aged,"Black color with dark mocha head. Aroma is really spice forward with lots of cinnamon, rum and booze. Taste is desserty with fudge, chili, cinnamon and some heat on the finish. Full bodied, smooth mouthfeel. Quite nice but not such a huge step ahead of the regular.",4.55
63,Hunahpu's Imperial Stout - Double Barrel Aged,"Tasted from bottle. Pours black with beige head. Tasted against regular 16 Huna and 17 Bourbon BA Huna. Aroma of cinnamon, rum, almost a little nutty, some fruity notes and apple. Moderate to heavily sweet with mild bitterness. Lots of cinnamon, caramel, toffee, some chocolate and finishes with a moderate chili burn. You do get some rum barrel sweetness and just a hint of brandy. More intense and complex than the Huna and Bourbon Huna. Excellent!",4.68
64,Hunahpu's Imperial Stout - Double Barrel Aged,"Pours a jet engine oil dark body with a mocha-hued head. The cacao and spice come aromas are strong, along with the booziness from the brandy and rum barrels. The taste is like no other stout I've had. Brandy and rum blend together nicely to add some complexity to the richness of the nibs. The chiles and cinnamon are very noticeable as well, but are balanced out by the chocolate and alcohol so it's never too overpowering. The chocolate and vanilla thicken this beer, and the heat of the chiles and brandy/rum leave a nice heat. Phenomenal beer that deserves the praise it's received.",4.99
65,Hunahpu's Imperial Stout - Double Barrel Aged,"Pours one shade shy of black with not head, just a tight band around the shoulders. Nose reveals chocolate, peanut butter and a hit of cinnamon. Taste follows nose. Mouthfeel is light-medium in body with a mild, even carbonation, a hit of heat and a kiss of acidity. All and all a nice beer but I don't get too much of the barrel.",4.23
66,Hunahpu's Imperial Stout - Double Barrel Aged,"Pours a thick, oily pitch black coloration with a small, creamy head. The beer downright sticks to the glass as you swirl it, leaving a short-lived film of dark beer and white lace. Smell is somewwhat subdued, pretty underwheming compared to the taste. Cinnamon is most noticeable, with a sort of odd earthy, musty, woody aroma being pretty dominant as well. Perhaps a hint of coconut there. Taste is quite complex, lots of chocolate and rum noticeable at first, with a decent bit of cinnamon and vanilla coming through as well. The chili really grows as you drink and the beer warms. Quite noticeable in the aftertaste in a really pleasant way. Quite a bit of warm boozyness there as well, but very smooth and mellow at the same time. Mouthfeel really is fantastic, very thick, sticky, almost oily and very smooth. I was considering waiting for CBS for my 100th review, but I think this one will do nicely. The barrel-aging really did wonders to the quite overrated Hunapuh here, adding a certain complexity from the brandy and rum notes along with making the chili stand out more and generally mellowing out the beer, creating a richer harmony. Still smells really weird though.",4.35
67,Hunahpu's Imperial Stout - Double Barrel Aged,"Very Dark brown with a tan head. It appeared to be less thick on the pour particularly compared to Man Bear Pig which we had drank before this beer. Boozy on the nose but not over powering which is just the way it finishes. Malt chocolate, slightly spicy, sweet molasses but not overly sweet. I liked the balance in flavors.  T- Kind of weird (not saying that's bad). It's mostly chocolate (mix of milk and dark like the smell) with some chili heat on the finish. Every now and then, I get hints of dark sugars and a bit of green apple.   F- Medium feel. A little booze burn. Could be thicker and richer.   O- It's good, but I wouldn't put it near it's ranking. It makes me wonder how awesome batch 1 was, not that I'm ever going to get to try it. It's definitely worth a try if you're into pepper stout",4.64
68,Hunahpu's Imperial Stout - Double Barrel Aged,"Poured into a tulip glass via bottle (2016 Edition)  color is a mocha brown with tan foam  smell is rum, cinnamon, Chilies and chocolate  taste is rum soaked chocolate up front , kinda sweet, followed by the apple brandy and chocolate with the spice of the chili heat at the end..lots of flavor here!  carbonation is low, and the mouthfeel is thick and creamy  top notch stuff!",4.66
69,Hunahpu's Imperial Stout - Double Barrel Aged,"This review is for batch 2.  L- Similar to most stouts. Dark brown to black with a mocha head. Started around a finger on the initial pour, faded to a thin ring that lingered. Medium-thin pour.  S- Blend of dark and milk chocolate. Some molasses and chili. Every now and then, I get a little bit of green apple from the brandy.  T- Kind of weird (not saying that's bad). It's mostly chocolate (mix of milk and dark like the smell) with some chili heat on the finish. Every now and then, I get hints of dark sugars and a bit of green apple.  F- Medium feel. A little booze burn. Could be thicker and richer.  O- It's good, but I wouldn't put it near it's ranking. It makes me wonder how awesome batch 1 was, not that I'm ever going to get to try it. It's definitely worth a try if you're into pepper stouts.",4.36
70,Hunahpu's Imperial Stout - Double Barrel Aged,With so much talk about this being a disappointment This beer was fantastic. Has a slight chili smell. This is some chili up front followed by nice barrel flavor.some spice comes through and had a rich body. Overall really delicious.,4.44
71,Hunahpu's Imperial Stout - Double Barrel Aged,"Thanks much to chicagopubcrawler for making this one happen.  Was worried about the b2 releases. This one in my opinion doesn't follow the poorer reviews.  A beautiful stout. Not a big pop off the cap but the pour has a nice thick lacing. Smell is perfect chocolate. No spice just perfect refined chocolate.  Taste is a blend of crazy flavors: apple, chocolate, hard Mexican spice. Love the integration of rum and apple brandy. The spice/heat comes in at the back end as is intense. Mouth is dense and I wish more stouts could be just like this. A little harsh with the peppers. Gladly shared this with friends and definitely two people would be too much for the intensity of the heat.  Overall this is an experience. I generally don't go for this style and have had both good and bad bottles of regular huna. I'm sure this was a good bottle.",4.71
